,cum_infections_1,cum_infections_2,cum_infections_3,cum_infections_4,cum_infections_5,cum_infections_6,cum_symptomatic_1,cum_symptomatic_2,cum_symptomatic_3,cum_symptomatic_4,cum_symptomatic_5,cum_symptomatic_6,cum_severe_1,cum_severe_2,cum_severe_3,cum_severe_4,cum_severe_5,cum_severe_6,cum_critical_1,cum_critical_2,cum_critical_3,cum_critical_4,cum_critical_5,cum_critical_6,cum_deaths_1,cum_deaths_2,cum_deaths_3,cum_deaths_4,cum_deaths_5,cum_deaths_6,cum_vaccinated_1,cum_vaccinated_2,cum_vaccinated_3,cum_vaccinated_4,cum_vaccinated_5,cum_vaccinated_6,quar_period,pop_size,pop_infected,location,interventions,n_days,pop_type,use_waning
3,103.0,156.0,209.0,224.0,233.0,233.0,0.0,66.0,103.0,133.0,138.0,141.0,0.0,1.0,9.0,14.0,15.0,15.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
4,103.0,149.0,180.0,193.0,198.0,203.0,0.0,58.0,94.0,108.0,113.0,114.0,0.0,4.0,10.0,15.0,16.0,16.0,0.0,0.0,3.0,5.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
5,103.0,143.0,178.0,194.0,196.0,196.0,0.0,63.0,97.0,110.0,117.0,117.0,0.0,0.0,2.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
6,103.0,167.0,204.0,228.0,230.0,230.0,0.0,65.0,113.0,131.0,140.0,140.0,0.0,1.0,8.0,12.0,13.0,13.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
7,103.0,148.0,179.0,191.0,192.0,192.0,0.0,57.0,98.0,112.0,117.0,117.0,0.0,3.0,4.0,6.0,7.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
8,103.0,141.0,176.0,192.0,199.0,200.0,0.0,63.0,92.0,110.0,123.0,125.0,0.0,0.0,7.0,10.0,11.0,11.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
9,103.0,149.0,194.0,212.0,215.0,216.0,0.0,69.0,101.0,126.0,134.0,134.0,0.0,1.0,3.0,10.0,10.0,11.0,0.0,0.0,1.0,5.0,5.0,6.0,0.0,0.0,0.0,1.0,2.0,3.0,50060.0,50060.0,50060.0,50060.0,50060.0,50060.0,14,50060.3040142154,103.87583366373923,UK,pfizer,35,hybrid,True
0,99.0,135.0,174.0,202.0,209.0,210.0,0.0,61.0,98.0,120.0,130.0,133.0,0.0,2.0,6.0,8.0,9.0,9.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
1,99.0,134.0,176.0,198.0,200.0,201.0,0.0,59.0,96.0,117.0,124.0,125.0,0.0,3.0,4.0,7.0,8.0,8.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
2,99.0,134.0,181.0,203.0,207.0,208.0,0.0,61.0,98.0,122.0,129.0,130.0,0.0,1.0,5.0,6.0,9.0,10.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
3,99.0,125.0,172.0,186.0,188.0,189.0,0.0,60.0,93.0,114.0,120.0,121.0,0.0,2.0,9.0,11.0,11.0,11.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
4,99.0,143.0,168.0,184.0,187.0,187.0,0.0,64.0,100.0,111.0,120.0,121.0,0.0,1.0,6.0,9.0,9.0,10.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
5,99.0,151.0,193.0,219.0,220.0,222.0,0.0,51.0,94.0,118.0,128.0,129.0,0.0,1.0,6.0,8.0,10.0,10.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
6,99.0,129.0,169.0,181.0,188.0,189.0,0.0,61.0,93.0,107.0,110.0,114.0,0.0,0.0,5.0,10.0,13.0,13.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
7,99.0,139.0,185.0,204.0,209.0,209.0,0.0,58.0,99.0,118.0,130.0,133.0,0.0,2.0,9.0,14.0,16.0,16.0,0.0,1.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,2.0,2.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
8,99.0,152.0,189.0,206.0,211.0,213.0,0.0,64.0,104.0,118.0,129.0,131.0,0.0,2.0,11.0,12.0,14.0,16.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
9,99.0,151.0,195.0,216.0,220.0,222.0,0.0,59.0,100.0,122.0,136.0,138.0,0.0,2.0,10.0,13.0,13.0,14.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,3.0,5.0,6.0,49276.0,49276.0,49276.0,49276.0,49276.0,49276.0,14,49276.60995414137,99.31247643158524,UK,pfizer,35,hybrid,True
0,100.0,265.0,806.0,2063.0,4812.0,10337.0,0.0,64.0,222.0,707.0,1710.0,4005.0,0.0,0.0,8.0,32.0,82.0,220.0,0.0,0.0,4.0,8.0,23.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
1,100.0,266.0,627.0,1484.0,3480.0,7652.0,0.0,70.0,232.0,559.0,1304.0,2918.0,0.0,0.0,12.0,29.0,60.0,143.0,0.0,0.0,3.0,9.0,21.0,46.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
2,100.0,186.0,423.0,949.0,2189.0,4834.0,0.0,58.0,140.0,353.0,811.0,1832.0,0.0,1.0,8.0,15.0,40.0,80.0,0.0,0.0,1.0,2.0,8.0,21.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
3,100.0,228.0,602.0,1362.0,3052.0,6559.0,0.0,61.0,200.0,494.0,1133.0,2517.0,0.0,0.0,4.0,21.0,48.0,114.0,0.0,0.0,1.0,9.0,15.0,33.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
4,100.0,279.0,731.0,1709.0,4045.0,8682.0,0.0,74.0,246.0,616.0,1475.0,3445.0,0.0,2.0,11.0,23.0,52.0,133.0,0.0,0.0,2.0,7.0,18.0,41.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
5,100.0,257.0,642.0,1381.0,3112.0,6975.0,0.0,66.0,218.0,505.0,1156.0,2620.0,0.0,0.0,5.0,26.0,59.0,139.0,0.0,0.0,1.0,6.0,11.0,34.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
6,100.0,232.0,604.0,1459.0,3542.0,7729.0,0.0,69.0,213.0,520.0,1251.0,2954.0,0.0,1.0,8.0,22.0,54.0,129.0,0.0,0.0,2.0,7.0,14.0,39.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
7,100.0,251.0,695.0,1579.0,3433.0,7398.0,0.0,65.0,238.0,614.0,1354.0,2863.0,0.0,1.0,12.0,26.0,53.0,136.0,0.0,0.0,3.0,6.0,16.0,40.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
8,100.0,230.0,597.0,1455.0,3278.0,7208.0,0.0,61.0,192.0,518.0,1231.0,2771.0,0.0,0.0,11.0,22.0,49.0,133.0,0.0,0.0,1.0,4.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
9,100.0,280.0,744.0,1795.0,4183.0,8896.0,0.0,58.0,250.0,649.0,1522.0,3497.0,0.0,1.0,9.0,34.0,80.0,192.0,0.0,1.0,2.0,7.0,23.0,49.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,50965.715423599606,100.02376628301286,UK,none,35,hybrid,True
0,93.0,131.0,171.0,190.0,206.0,209.0,0.0,52.0,87.0,108.0,117.0,124.0,0.0,1.0,3.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
1,93.0,123.0,157.0,168.0,173.0,173.0,0.0,58.0,92.0,104.0,107.0,108.0,0.0,1.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
2,93.0,129.0,168.0,190.0,196.0,197.0,0.0,56.0,85.0,110.0,118.0,121.0,0.0,1.0,5.0,6.0,7.0,8.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
3,93.0,125.0,163.0,178.0,186.0,189.0,0.0,60.0,96.0,116.0,121.0,124.0,0.0,2.0,13.0,17.0,17.0,18.0,0.0,0.0,6.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,2.0,2.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
4,93.0,129.0,165.0,180.0,186.0,186.0,0.0,53.0,87.0,103.0,110.0,112.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
5,93.0,126.0,155.0,165.0,172.0,175.0,0.0,65.0,92.0,100.0,104.0,106.0,0.0,1.0,5.0,8.0,9.0,10.0,0.0,0.0,4.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
6,93.0,122.0,158.0,170.0,172.0,173.0,0.0,58.0,84.0,100.0,103.0,103.0,0.0,1.0,3.0,5.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
7,93.0,148.0,199.0,212.0,214.0,215.0,0.0,55.0,97.0,126.0,131.0,132.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
8,93.0,133.0,171.0,189.0,191.0,195.0,0.0,49.0,87.0,109.0,120.0,121.0,0.0,3.0,4.0,7.0,9.0,9.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
9,93.0,129.0,157.0,182.0,194.0,195.0,0.0,59.0,81.0,96.0,105.0,113.0,0.0,0.0,7.0,9.0,10.0,10.0,0.0,0.0,2.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,48965.0,48965.0,48965.0,48965.0,48965.0,48965.0,14,48965.09953642024,93.82973813147728,UK,moderna,35,hybrid,True
0,95.0,126.0,149.0,157.0,158.0,159.0,0.0,54.0,78.0,95.0,97.0,98.0,0.0,0.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
1,95.0,123.0,148.0,158.0,162.0,164.0,0.0,64.0,93.0,107.0,112.0,113.0,0.0,1.0,4.0,6.0,7.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
2,95.0,116.0,140.0,154.0,157.0,157.0,0.0,51.0,77.0,89.0,97.0,97.0,0.0,0.0,4.0,7.0,9.0,10.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
3,95.0,130.0,150.0,164.0,165.0,166.0,0.0,58.0,86.0,96.0,103.0,103.0,0.0,1.0,6.0,6.0,6.0,7.0,0.0,1.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
4,95.0,130.0,165.0,176.0,180.0,180.0,0.0,56.0,95.0,111.0,116.0,118.0,0.0,3.0,7.0,8.0,9.0,10.0,0.0,1.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,4.0,4.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
5,95.0,136.0,176.0,191.0,194.0,194.0,0.0,55.0,98.0,122.0,128.0,129.0,0.0,0.0,3.0,5.0,7.0,7.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
6,95.0,137.0,169.0,185.0,189.0,191.0,0.0,57.0,87.0,103.0,107.0,109.0,0.0,2.0,5.0,7.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
7,95.0,120.0,142.0,145.0,146.0,146.0,0.0,56.0,79.0,86.0,87.0,88.0,0.0,0.0,7.0,7.0,8.0,9.0,0.0,0.0,5.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
8,95.0,121.0,149.0,169.0,178.0,180.0,0.0,53.0,86.0,99.0,107.0,108.0,0.0,1.0,9.0,12.0,13.0,14.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
9,95.0,131.0,158.0,167.0,170.0,172.0,0.0,54.0,76.0,91.0,92.0,94.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52025.0,52025.0,52025.0,52025.0,52025.0,52025.0,14,52025.21389726783,95.21059506180318,UK,pfizer,35,hybrid,True
0,107.0,226.0,565.0,1315.0,3001.0,6493.0,0.0,69.0,190.0,464.0,1076.0,2434.0,0.0,2.0,8.0,21.0,50.0,120.0,0.0,0.0,3.0,6.0,15.0,30.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
1,107.0,241.0,619.0,1525.0,3505.0,7671.0,0.0,72.0,208.0,560.0,1328.0,2902.0,0.0,0.0,11.0,32.0,76.0,161.0,0.0,0.0,0.0,10.0,23.0,43.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
2,107.0,206.0,507.0,1232.0,2784.0,5999.0,0.0,69.0,185.0,456.0,1052.0,2337.0,0.0,2.0,10.0,24.0,53.0,130.0,0.0,0.0,2.0,8.0,17.0,41.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
3,107.0,228.0,559.0,1254.0,2780.0,5830.0,0.0,54.0,183.0,451.0,1008.0,2279.0,0.0,0.0,7.0,19.0,56.0,115.0,0.0,0.0,0.0,7.0,16.0,36.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
4,107.0,244.0,620.0,1405.0,3181.0,6713.0,0.0,72.0,216.0,499.0,1214.0,2658.0,0.0,0.0,11.0,27.0,60.0,130.0,0.0,0.0,5.0,6.0,18.0,40.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
5,107.0,250.0,624.0,1314.0,2845.0,6157.0,0.0,66.0,195.0,496.0,1075.0,2365.0,0.0,1.0,5.0,14.0,50.0,105.0,0.0,0.0,1.0,3.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
6,107.0,241.0,573.0,1318.0,3101.0,6743.0,0.0,76.0,205.0,493.0,1122.0,2489.0,0.0,2.0,12.0,22.0,49.0,104.0,0.0,0.0,3.0,6.0,9.0,25.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
7,107.0,247.0,679.0,1643.0,3660.0,7694.0,0.0,73.0,235.0,599.0,1358.0,3003.0,0.0,2.0,7.0,23.0,55.0,135.0,0.0,0.0,2.0,6.0,12.0,33.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
8,107.0,299.0,777.0,1876.0,4349.0,9204.0,0.0,71.0,237.0,651.0,1594.0,3558.0,0.0,0.0,8.0,23.0,71.0,170.0,0.0,0.0,2.0,7.0,18.0,50.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
9,107.0,243.0,642.0,1619.0,3807.0,8277.0,0.0,58.0,209.0,550.0,1364.0,3157.0,0.0,2.0,13.0,28.0,66.0,146.0,0.0,1.0,4.0,9.0,18.0,45.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49699.00921509459,107.6796479928178,UK,none,35,hybrid,True
0,101.0,172.0,235.0,260.0,271.0,273.0,0.0,67.0,122.0,151.0,159.0,162.0,0.0,2.0,5.0,10.0,10.0,10.0,0.0,1.0,3.0,6.0,7.0,7.0,0.0,0.0,0.0,1.0,3.0,3.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
1,101.0,139.0,178.0,197.0,199.0,202.0,0.0,60.0,91.0,114.0,124.0,126.0,0.0,1.0,7.0,7.0,8.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
2,101.0,145.0,190.0,203.0,206.0,206.0,0.0,66.0,98.0,119.0,121.0,122.0,0.0,1.0,7.0,10.0,11.0,11.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
3,101.0,143.0,176.0,182.0,183.0,186.0,0.0,56.0,101.0,115.0,117.0,118.0,0.0,0.0,4.0,7.0,7.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
4,101.0,134.0,167.0,180.0,181.0,181.0,0.0,63.0,91.0,104.0,107.0,107.0,0.0,0.0,7.0,11.0,12.0,12.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
5,101.0,144.0,170.0,176.0,176.0,176.0,0.0,59.0,98.0,109.0,113.0,113.0,0.0,0.0,4.0,8.0,8.0,8.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
6,101.0,142.0,190.0,208.0,213.0,214.0,0.0,69.0,109.0,137.0,145.0,148.0,0.0,1.0,9.0,12.0,13.0,16.0,0.0,1.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
7,101.0,136.0,170.0,182.0,184.0,184.0,0.0,65.0,100.0,111.0,117.0,117.0,0.0,2.0,4.0,10.0,11.0,12.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
8,101.0,158.0,208.0,240.0,245.0,245.0,0.0,68.0,114.0,142.0,155.0,157.0,0.0,3.0,9.0,14.0,15.0,16.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
9,101.0,132.0,174.0,185.0,192.0,192.0,0.0,53.0,87.0,111.0,116.0,117.0,0.0,0.0,4.0,8.0,10.0,10.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,2.0,50441.0,50441.0,50441.0,50441.0,50441.0,50441.0,14,50441.15606443272,101.66381323522018,UK,pfizer,35,hybrid,True
0,112.0,156.0,194.0,207.0,210.0,211.0,0.0,67.0,104.0,122.0,125.0,127.0,0.0,2.0,6.0,9.0,10.0,10.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
1,112.0,159.0,191.0,206.0,210.0,210.0,0.0,61.0,103.0,119.0,125.0,127.0,0.0,1.0,5.0,8.0,8.0,11.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
2,112.0,148.0,186.0,205.0,213.0,215.0,0.0,64.0,113.0,130.0,136.0,137.0,0.0,0.0,6.0,7.0,7.0,8.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
3,112.0,144.0,171.0,180.0,180.0,180.0,0.0,64.0,98.0,110.0,112.0,112.0,0.0,1.0,3.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
4,112.0,171.0,216.0,239.0,251.0,256.0,0.0,70.0,117.0,138.0,147.0,150.0,0.0,1.0,4.0,7.0,8.0,8.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
5,112.0,154.0,192.0,213.0,216.0,218.0,0.0,72.0,105.0,124.0,133.0,136.0,0.0,2.0,11.0,11.0,12.0,12.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,48996.0,48996.0,48996.0,48996.0,48996.0,48996.0,14,48996.32256093828,112.6553211059483,UK,pfizer,35,hybrid,True
